"id","client_code","name","latitude","longitude","isDepot","created_at","updated_at","source","groupe","cree_par"
"124","1125","MAGASIN RAOUED SIDI AMOR","36.9443043983","10.1752477405",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"125","1126","MAGASIN RAS JEBEL1","37.2175872999","10.1287479938",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"126","1127","MAGASIN OUARDANINE","35.7101203996","10.6758812649",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"127","1128","MAGASIN SFAX ROUTE GABES","34.6872039638","10.7065080517",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"128","1129","MAGASIN KSAR HELLAL 1","35.6535661565","10.8735485275",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"129","1130","MAGASIN HAMMAM SOUSSE1","35.8576935794","10.5975190996",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"130","1131","MAGASIN SOUSSE LAOUINA","35.8087390573","10.6293818112",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"131","1132","MAGASIN CHATT MARIEM","35.9372399576","10.5551526019",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"132","1133","MAGASIN CHEBBAOU","36.8441525323","10.0377513731",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"133","1134","MAGASIN ENNASR","36.858851315","10.1664348173",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"134","1135","MAGASIN KSAR HELLAL 2","35.6415958502","10.8855473662",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"135","1136","MAGASIN DAR CHAABANE","36.4589933545","10.7470007934",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"136","1137","MAGASIN EL FAHS","36.3741626522","9.9030188324",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"137","1138","MAGASIN KSAR HELLAL3","35.6484912281","10.8834347115",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"138","1139","MAGASIN CITE ENNOZHA","36.8633258544","10.197763721",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"139","1140","MAGASIN HAFFOUZ","35.6357611103","9.6760187478",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"140","1141","MAGASIN CITE ETTAHRIR","36.8236530624","10.1265182",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"141","1142","MAGASIN DENDEN3","36.8023457221","10.1060090813",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"142","1143","MAGASIN MEDENINE ROUTE GABES","33.3545259537","10.4790096563",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"143","1144","MAGASIN KALAAT LANDALOUS","37.0623794274","10.1181705229",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"144","1145","MAGASIN CITE KHADHRA1","36.8310461551","10.1946164662",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"145","1147","MAGASIN EL FAHS2","36.3708167719","9.9018250446",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"146","1148","MAGASIN SBIKHA","35.9324016399","10.020889356",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"147","1149","MAGASIN KELIBIA 2","36.8526609226","11.0921476578",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"148","1150","MAGASIN BIR EL BEY","36.706805788","10.3791046109",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"149","1151","MAGASIN BENNANE","35.676699089","10.8331045179",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"150","1152","MAGASIN KSIBET EL MEDIOUNI","35.6868065365","10.8430130447",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"151","1153","MAGASIN JDEIDA","36.8313311099","9.9396390603",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"152","1154","MAGASIN BARDO SAIDIA","36.8035939536","10.129295451",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"153","1155","MAGASIN BARDO HEDI CHAKER","36.8041404981","10.135148511",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"154","1156","MAGASIN MSAKEN2","35.7351271524","10.5806722288",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"155","1157","MAGASIN EL OUERDIA BS","36.7652656604","10.193361042",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"156","1158","MAGASIN CITE BEN YOUNES","36.8018865053","10.0989772398",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"157","1159","MAGASIN KEF MONGI SLIM","36.1706344151","8.7060460519",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"158","1160","MAGASIN SOUSSE RIADH 03","35.8080249671","10.6079680951",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"159","1161","MAGASIN SBEITLA1","35.230136982","9.1292058799",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"160","1162","MAGASIN MEDENINE2","33.337035833","10.4863481593",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"161","1163","MAGASIN BOUARADA","36.3511045172","9.624326119",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"162","1164","MAGASIN ELYASMINETTE","36.7366315355","10.2424411924",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"163","1165","MAGASIN RADES2","36.7742985571","10.2828521043",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"164","1166","MAGASIN EL MOUROUJ4","36.7180947706","10.2160325816",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"165","1167","MAGASIN CITE BEN YOUNES2","36.795290375","10.0891765282",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"166","1168","MAGASIN GAFSA ENNOUR1","34.4336093757","8.780971194",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"167","1169","MAGASIN HAMMAM SOUSSE2","35.8493384228","10.5899285158",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"168","1170","MAGASIN GAFSA EL KSAR","34.4053764013","8.7999076514",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"169","1171","MAGASIN SFAX SIDI MANSOUR","34.7576480942","10.7904118051",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
